gvkey,cik,conm,Role,Source,Date,Time,Title,Content
31147,932111,MICREL INC,"CEO, Chief Executive Officer",,,,,
31147,932111,MICREL INC,"CFO, Chief Financial Officer",,,,,
27301,932145,IMPERIAL GINSENG PRODS LTD,"CEO, Chief Executive Officer",,,,,
27301,932145,IMPERIAL GINSENG PRODS LTD,"CFO, Chief Financial Officer",,,,,
65404,932352,URIGEN PHARMACEUTICALS ,"CEO, Chief Executive Officer",,,,,
65404,932352,URIGEN PHARMACEUTICALS ,"CFO, Chief Financial Officer",,,,,
161903,932372,SPY INC,"CEO, Chief Executive Officer",,,,,
161903,932372,SPY INC,"CFO, Chief Financial Officer",,,,,
29194,932470,TELECOM ARGENTINA,"CEO, Chief Executive Officer",,,,,
29194,932470,TELECOM ARGENTINA,"CFO, Chief Financial Officer",,,,,
61839,932628,AMERIGAS PARTNERS  -LP,"CEO, Chief Executive Officer",,,,,
61839,932628,AMERIGAS PARTNERS  -LP,"CFO, Chief Financial Officer",,,,,
31424,932695,CHINA YUCHAI INTERNATIONAL,"CEO, Chief Executive Officer",,,,,
31424,932695,CHINA YUCHAI INTERNATIONAL,"CFO, Chief Financial Officer",,,,,
31453,932696,INSIGHT ENTERPRISES INC,"CEO, Chief Executive Officer",,,,,
31453,932696,INSIGHT ENTERPRISES INC,"CFO, Chief Financial Officer",,,,,
61381,932699,AMERICAN POWER GROUP CORP,"CEO, Chief Executive Officer",,,,,
61381,932699,AMERICAN POWER GROUP CORP,"CFO, Chief Financial Officer",,,,,
112295,932781,FIRST COMMUNITY CORP/SC,"CEO, Chief Executive Officer",,,,,
112295,932781,FIRST COMMUNITY CORP/SC,"CFO, Chief Financial Officer",,,,,
31142,932787,STMICROELECTRONICS NV,"CEO, Chief Executive Officer",,,,,
31142,932787,STMICROELECTRONICS NV,"CFO, Chief Financial Officer",,,,,
31137,932793,SKY PLC,"CEO, Chief Executive Officer",,,,,
31137,932793,SKY PLC,"CFO, Chief Financial Officer",,,,,
14353,932872,SHAW COMMUNICATIONS INC,"CEO, Chief Executive Officer",,,,,
14353,932872,SHAW COMMUNICATIONS INC,"CFO, Chief Financial Officer",,,,,
31567,933034,STRATTEC SECURITY CORP,"CEO, Chief Executive Officer",,,,,
31567,933034,STRATTEC SECURITY CORP,"CFO, Chief Financial Officer",,,,,
31460,933036,RENT-A-CENTER INC,"CEO, Chief Executive Officer",,,,,
31460,933036,RENT-A-CENTER INC,"CFO, Chief Financial Officer",,,,,
13888,933136,MR COOPER GROUP INC,"CEO, Chief Executive Officer",,,,,
13888,933136,MR COOPER GROUP INC,"CFO, Chief Financial Officer",,,,,
24466,933141,IBERIABANK CORP,"CEO, Chief Executive Officer",,,,,
24466,933141,IBERIABANK CORP,"CFO, Chief Financial Officer",,,,,
29769,933177,TOUCHSTONE EXPLORATION INC,"CEO, Chief Executive Officer",,,,,
29769,933177,TOUCHSTONE EXPLORATION INC,"CFO, Chief Financial Officer",,,,,
31717,933267,IRSA INVERSIONES Y REPSTN SA,"CEO, Chief Executive Officer",,,,,
31717,933267,IRSA INVERSIONES Y REPSTN SA,"CFO, Chief Financial Officer",,,,,
31702,933590,YOUR COMMUNITY BANKSHARES,"CEO, Chief Executive Officer",,,,,
31702,933590,YOUR COMMUNITY BANKSHARES,"CFO, Chief Financial Officer",,,,,
61971,933738,ENGLOBAL CORP,"CEO, Chief Executive Officer",,,,,
61971,933738,ENGLOBAL CORP,"CFO, Chief Financial Officer",,,,,
62819,933972,POWERVERDE INC,"CEO, Chief Executive Officer",,,,,
62819,933972,POWERVERDE INC,"CFO, Chief Financial Officer",,,,,
31477,933974,BROOKS AUTOMATION INC,"CEO, Chief Executive Officer",,,,,
31477,933974,BROOKS AUTOMATION INC,"CFO, Chief Financial Officer",,,,,
31127,934445,EAGLE MOUNTAIN CORP,"CEO, Chief Executive Officer",,,,,
31127,934445,EAGLE MOUNTAIN CORP,"CFO, Chief Financial Officer",,,,,
111965,934473,GENVEC INC,"CEO, Chief Executive Officer",,,,,
111965,934473,GENVEC INC,"CFO, Chief Financial Officer",,,,,
62972,934547,BANK KY FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
62972,934547,BANK KY FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
61004,934549,ACACIA RESEARCH CORP,"CEO, Chief Executive Officer",,,,,
61004,934549,ACACIA RESEARCH CORP,"CFO, Chief Financial Officer",,,,,
2490,934612,BURLINGTON NORTHERN SANTA FE,"CEO, Chief Executive Officer",,,,,
2490,934612,BURLINGTON NORTHERN SANTA FE,"CFO, Chief Financial Officer",,,,,
31560,934648,SPEEDWAY MOTORSPORTS INC,"CEO, Chief Executive Officer",,,,,
31560,934648,SPEEDWAY MOTORSPORTS INC,"CFO, Chief Financial Officer",,,,,
31716,934739,WELLS FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
31716,934739,WELLS FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
65109,934801,SMC VENTURES INC,"CEO, Chief Executive Officer",,,,,
65109,934801,SMC VENTURES INC,"CFO, Chief Financial Officer",,,,,
31564,935036,ACI WORLDWIDE INC,"CEO, Chief Executive Officer",,,,,
31564,935036,ACI WORLDWIDE INC,"CFO, Chief Financial Officer",,,,,
61418,935419,RCI HOSPITALITY HLDGS INC,"CEO, Chief Executive Officer",,,,,
61418,935419,RCI HOSPITALITY HLDGS INC,"CFO, Chief Financial Officer",,,,,
31578,935493,AZZURRA HOLDING CORP,"CEO, Chief Executive Officer",,,,,
31578,935493,AZZURRA HOLDING CORP,"CFO, Chief Financial Officer",,,,,
31607,935494,NATIONAL INSTRUMENTS CORP,"CEO, Chief Executive Officer",,,,,
31607,935494,NATIONAL INSTRUMENTS CORP,"CFO, Chief Financial Officer",,,,,
31587,935703,DOLLAR TREE INC,"CEO, Chief Executive Officer",,,,,
31587,935703,DOLLAR TREE INC,"CFO, Chief Financial Officer",,,,,
3897,936340,DTE ENERGY CO,"CEO, Chief Executive Officer",,,,,
3897,936340,DTE ENERGY CO,"CFO, Chief Financial Officer",,,,,
64356,936395,CIENA CORP,"CEO, Chief Executive Officer",,,,,
64356,936395,CIENA CORP,"CFO, Chief Financial Officer",,,,,
212340,936402,SHIRE PLC,"CEO, Chief Executive Officer",,,,,
212340,936402,SHIRE PLC,"CFO, Chief Financial Officer",,,,,
106574,936446,AMERINAC HOLDING CORP,"CEO, Chief Executive Officer",,,,,
106574,936446,AMERINAC HOLDING CORP,"CFO, Chief Financial Officer",,,,,
6774,936468,LOCKHEED MARTIN CORP,"CEO, Chief Executive Officer",,,,,
6774,936468,LOCKHEED MARTIN CORP,"CFO, Chief Financial Officer",,,,,
17145,936528,WASHINGTON FEDERAL INC,"CEO, Chief Executive Officer",,,,,
17145,936528,WASHINGTON FEDERAL INC,"CFO, Chief Financial Officer",,,,,
25960,936801,OCEANIC IRON ORE CORP,"CEO, Chief Executive Officer",,,,,
25960,936801,OCEANIC IRON ORE CORP,"CFO, Chief Financial Officer",,,,,
140988,937098,TRINET GROUP INC,"CEO, Chief Executive Officer",,,,,
140988,937098,TRINET GROUP INC,"CFO, Chief Financial Officer",,,,,
63383,937136,HYPERDYNAMICS CORP,"CEO, Chief Executive Officer",,,,,
63383,937136,HYPERDYNAMICS CORP,"CFO, Chief Financial Officer",,,,,
14326,937226,ONEX CORP,"CEO, Chief Executive Officer",,,,,
14326,937226,ONEX CORP,"CFO, Chief Financial Officer",,,,,
177881,937556,MASIMO CORP,"CEO, Chief Executive Officer",,,,,
177881,937556,MASIMO CORP,"CFO, Chief Financial Officer",,,,,
20477,937834,METROPOLITAN LIFE INSURANCE,"CEO, Chief Executive Officer",,,,,
20477,937834,METROPOLITAN LIFE INSURANCE,"CFO, Chief Financial Officer",,,,,
31674,937941,PCM INC,"CEO, Chief Executive Officer",,,,,
31674,937941,PCM INC,"CFO, Chief Financial Officer",,,,,
61214,937966,ASML HOLDING NV,"CEO, Chief Executive Officer",,,,,
61214,937966,ASML HOLDING NV,"CFO, Chief Financial Officer",,,,,
100572,938323,PEARSON PLC,"CEO, Chief Executive Officer",,,,,
100572,938323,PEARSON PLC,"CFO, Chief Financial Officer",,,,,
100953,939380,RWE AG,"CEO, Chief Executive Officer",,,,,
100953,939380,RWE AG,"CFO, Chief Financial Officer",,,,,
25151,939652,TMM INC,"CEO, Chief Executive Officer",,,,,
25151,939652,TMM INC,"CFO, Chief Financial Officer",,,,,
133885,939767,EXELIXIS INC,"CEO, Chief Executive Officer",,,,,
133885,939767,EXELIXIS INC,"CFO, Chief Financial Officer",,,,,
20339,939897,STREET CAPITAL GROUP INC,"CEO, Chief Executive Officer",,,,,
20339,939897,STREET CAPITAL GROUP INC,"CFO, Chief Financial Officer",,,,,
3937,939930,PYXUS INTERNATIONAL INC,"CEO, Chief Executive Officer",,,,,
3937,939930,PYXUS INTERNATIONAL INC,"CFO, Chief Financial Officer",,,,,
206457,940173,OIL CO LUKOIL PJSC,"CEO, Chief Executive Officer",,,,,
206457,940173,OIL CO LUKOIL PJSC,"CFO, Chief Financial Officer",,,,,
31743,940332,ANADIGICS INC,"CEO, Chief Executive Officer",,,,,
31743,940332,ANADIGICS INC,"CFO, Chief Financial Officer",,,,,
15016,940913,PHOENIX CANADA OIL CO LTD,"CEO, Chief Executive Officer",,,,,
15016,940913,PHOENIX CANADA OIL CO LTD,"CFO, Chief Financial Officer",,,,,
62378,940942,HUB GROUP INC  ,"CEO, Chief Executive Officer",,,,,
62378,940942,HUB GROUP INC  ,"CFO, Chief Financial Officer",,,,,
31846,940944,DARDEN RESTAURANTS INC,"CEO, Chief Executive Officer",,,,,
31846,940944,DARDEN RESTAURANTS INC,"CFO, Chief Financial Officer",,,,,
220211,941221,ICL-ISRAEL CHEMICALS LTD,"CEO, Chief Executive Officer",,,,,
220211,941221,ICL-ISRAEL CHEMICALS LTD,"CFO, Chief Financial Officer",,,,,
31360,941473,FIRST BANKERS TRUSTSHARES,"CEO, Chief Executive Officer",,,,,
31360,941473,FIRST BANKERS TRUSTSHARES,"CFO, Chief Financial Officer",,,,,
60894,941548,CAMERON INTERNATIONAL CORP,"CEO, Chief Executive Officer",,,,,
60894,941548,CAMERON INTERNATIONAL CORP,"CFO, Chief Financial Officer",,,,,
65026,941604,OUTERWALL INC,"CEO, Chief Executive Officer",,,,,
65026,941604,OUTERWALL INC,"CFO, Chief Financial Officer",,,,,
133844,941685,IMAGEWARE SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
133844,941685,IMAGEWARE SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
31738,942126,TAITRON COMPONENTS  ,"CEO, Chief Executive Officer",,,,,
31738,942126,TAITRON COMPONENTS  ,"CFO, Chief Financial Officer",,,,,
107447,942149,MIRANDA GOLD CORP,"CEO, Chief Executive Officer",,,,,
107447,942149,MIRANDA GOLD CORP,"CFO, Chief Financial Officer",,,,,
21859,942220,GLOBEX MINING ENTERPRISES,"CEO, Chief Executive Officer",,,,,
21859,942220,GLOBEX MINING ENTERPRISES,"CFO, Chief Financial Officer",,,,,
62446,942650,TN-K ENERGY GROUP INC,"CEO, Chief Executive Officer",,,,,
62446,942650,TN-K ENERGY GROUP INC,"CFO, Chief Financial Officer",,,,,
60938,942898,NORTHEAST INDIANA BANCORP,"CEO, Chief Executive Officer",,,,,
60938,942898,NORTHEAST INDIANA BANCORP,"CFO, Chief Financial Officer",,,,,
28169,943003,AGRIUM INC,"CEO, Chief Executive Officer",,,,,
28169,943003,AGRIUM INC,"CFO, Chief Financial Officer",,,,,
31775,943034,IMAGE SENSING SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
31775,943034,IMAGE SENSING SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
60953,943064,GREAT AMERICAN BANCORP INC,"CEO, Chief Executive Officer",,,,,
60953,943064,GREAT AMERICAN BANCORP INC,"CFO, Chief Financial Officer",,,,,
111459,943119,FNBH BANCORP INC,"CEO, Chief Executive Officer",,,,,
111459,943119,FNBH BANCORP INC,"CFO, Chief Financial Officer",,,,,
165728,943184,EVER-GLORY INTL GROUP INC,"CEO, Chief Executive Officer",,,,,
165728,943184,EVER-GLORY INTL GROUP INC,"CFO, Chief Financial Officer",,,,,
60979,943452,WABTEC CORP,"CEO, Chief Executive Officer",,,,,
60979,943452,WABTEC CORP,"CFO, Chief Financial Officer",,,,,
26877,943502,TBG DIAGNOSTICS LTD,"CEO, Chief Executive Officer",,,,,
26877,943502,TBG DIAGNOSTICS LTD,"CFO, Chief Financial Officer",,,,,
31887,943819,RESMED INC,"CEO, Chief Executive Officer",,,,,
31887,943819,RESMED INC,"CFO, Chief Financial Officer",,,,,
8387,943861,GOODRICH PETROLEUM CORP,"CEO, Chief Executive Officer",,,,,
8387,943861,GOODRICH PETROLEUM CORP,"CFO, Chief Financial Officer",,,,,
28355,943946,PLAINTREE SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
28355,943946,PLAINTREE SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
60801,944075,SOCKET MOBILE INC,"CEO, Chief Executive Officer",,,,,
60801,944075,SOCKET MOBILE INC,"CFO, Chief Financial Officer",,,,,
31752,944148,CBIZ INC,"CEO, Chief Executive Officer",,,,,
31752,944148,CBIZ INC,"CFO, Chief Financial Officer",,,,,
60914,944314,LIFE STORAGE INC,"CEO, Chief Executive Officer",,,,,
60914,944314,LIFE STORAGE INC,"CFO, Chief Financial Officer",,,,,
61077,944480,GSE SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
61077,944480,GSE SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
64102,944508,INVENTURE FOODS INC,"CEO, Chief Executive Officer",,,,,
64102,944508,INVENTURE FOODS INC,"CFO, Chief Financial Officer",,,,,
61408,944695,HANOVER INSURANCE GROUP INC,"CEO, Chief Executive Officer",,,,,
61408,944695,HANOVER INSURANCE GROUP INC,"CFO, Chief Financial Officer",,,,,
65800,944696,CAPITAL FINANCIAL HLDGS INC,"CEO, Chief Executive Officer",,,,,
65800,944696,CAPITAL FINANCIAL HLDGS INC,"CFO, Chief Financial Officer",,,,,
21593,944745,CIVISTA BANCSHARES INC,"CEO, Chief Executive Officer",,,,,
21593,944745,CIVISTA BANCSHARES INC,"CFO, Chief Financial Officer",,,,,
31882,944747,PHAROL SGPS SA,"CEO, Chief Executive Officer",,,,,
31882,944747,PHAROL SGPS SA,"CFO, Chief Financial Officer",,,,,
66630,944765,MERGE HEALTHCARE INC,"CEO, Chief Executive Officer",,,,,
66630,944765,MERGE HEALTHCARE INC,"CFO, Chief Financial Officer",,,,,
61490,944809,OPKO HEALTH INC,"CEO, Chief Executive Officer",,,,,
61490,944809,OPKO HEALTH INC,"CFO, Chief Financial Officer",,,,,
60931,945114,SYSTEMAX INC,"CEO, Chief Executive Officer",,,,,
60931,945114,SYSTEMAX INC,"CFO, Chief Financial Officer",,,,,
61068,945384,CICERO INC,"CEO, Chief Executive Officer",,,,,
61068,945384,CICERO INC,"CFO, Chief Financial Officer",,,,,
61188,945394,HOSPITALITY PROPERTIES TRUST,"CEO, Chief Executive Officer",,,,,
61188,945394,HOSPITALITY PROPERTIES TRUST,"CFO, Chief Financial Officer",,,,,
60990,945434,BNCCORP INC,"CEO, Chief Executive Officer",,,,,
60990,945434,BNCCORP INC,"CFO, Chief Financial Officer",,,,,
60992,945436,SUNEDISON INC,"CEO, Chief Executive Officer",,,,,
60992,945436,SUNEDISON INC,"CFO, Chief Financial Officer",,,,,
114370,945699,IXYS CORP,"CEO, Chief Executive Officer",,,,,
114370,945699,IXYS CORP,"CFO, Chief Financial Officer",,,,,
20653,945764,DENBURY RESOURCES INC,"CEO, Chief Executive Officer",,,,,
20653,945764,DENBURY RESOURCES INC,"CFO, Chief Financial Officer",,,,,
63798,945828,AMERITYRE CORP,"CEO, Chief Executive Officer",,,,,
63798,945828,AMERITYRE CORP,"CFO, Chief Financial Officer",,,,,
61420,945841,POOL CORP,"CEO, Chief Executive Officer",,,,,
61420,945841,POOL CORP,"CFO, Chief Financial Officer",,,,,
61028,945983,WAYSIDE TECHNOLOGY GROUP INC,"CEO, Chief Executive Officer",,,,,
61028,945983,WAYSIDE TECHNOLOGY GROUP INC,"CFO, Chief Financial Officer",,,,,
61069,945989,ASTEA INTERNATIONAL INC,"CEO, Chief Executive Officer",,,,,
61069,945989,ASTEA INTERNATIONAL INC,"CFO, Chief Financial Officer",,,,,
62498,946394,ELLOMAY CAPITAL LTD,"CEO, Chief Executive Officer",,,,,
62498,946394,ELLOMAY CAPITAL LTD,"CFO, Chief Financial Officer",,,,,
16590,946432,POWER ASSETS HOLDINGS LTD,"CEO, Chief Executive Officer",,,,,
16590,946432,POWER ASSETS HOLDINGS LTD,"CFO, Chief Financial Officer",,,,,
61394,946453,SOUTHERN BANC CO INC,"CEO, Chief Executive Officer",,,,,
61394,946453,SOUTHERN BANC CO INC,"CFO, Chief Financial Officer",,,,,
61285,946454,BALLANTYNE STRONG INC,"CEO, Chief Executive Officer",,,,,
61285,946454,BALLANTYNE STRONG INC,"CFO, Chief Financial Officer",,,,,
61140,946486,WINDTREE THERAPEUTICS INC,"CEO, Chief Executive Officer",,,,,
61140,946486,WINDTREE THERAPEUTICS INC,"CFO, Chief Financial Officer",,,,,
143526,946563,RETRACTABLE TECHNOLOGIES INC,"CEO, Chief Executive Officer",,,,,
143526,946563,RETRACTABLE TECHNOLOGIES INC,"CFO, Chief Financial Officer",,,,,
64630,946581,TAKE-TWO INTERACTIVE SFTWR,"CEO, Chief Executive Officer",,,,,
64630,946581,TAKE-TWO INTERACTIVE SFTWR,"CFO, Chief Financial Officer",,,,,
62525,946644,HEMISPHERX BIOPHARMA INC,"CEO, Chief Executive Officer",,,,,
62525,946644,HEMISPHERX BIOPHARMA INC,"CFO, Chief Financial Officer",,,,,
28620,946647,FIRST DEFIANCE FINANCIAL CP,"CEO, Chief Executive Officer",,,,,
28620,946647,FIRST DEFIANCE FINANCIAL CP,"CFO, Chief Financial Officer",,,,,
61487,946673,BANNER CORP,"CEO, Chief Executive Officer",,,,,
61487,946673,BANNER CORP,"CFO, Chief Financial Officer",,,,,
221616,946770,DEUTSCHE TELEKOM,"CEO, Chief Executive Officer",,,,,
221616,946770,DEUTSCHE TELEKOM,"CFO, Chief Financial Officer",,,,,
17962,946822,ALY ENERGY SERVICES INC,"CEO, Chief Executive Officer",,,,,
17962,946822,ALY ENERGY SERVICES INC,"CFO, Chief Financial Officer",,,,,
61030,946936,DESWELL INDUSTRIES INC,"CEO, Chief Executive Officer",,,,,
61030,946936,DESWELL INDUSTRIES INC,"CFO, Chief Financial Officer",,,,,
15706,947263,TORONTO DOMINION BANK,"CEO, Chief Executive Officer",,,,,
15706,947263,TORONTO DOMINION BANK,"CFO, Chief Financial Officer",,,,,
61302,947484,ARCH CAPITAL GROUP LTD,"CEO, Chief Executive Officer",,,,,
61302,947484,ARCH CAPITAL GROUP LTD,"CFO, Chief Financial Officer",,,,,
152049,947559,FIRST BANCSHARES INC/MS,"CEO, Chief Executive Officer",,,,,
152049,947559,FIRST BANCSHARES INC/MS,"CFO, Chief Financial Officer",,,,,
66610,948072,BIRNER DENTAL MGMT SVCS INC,"CEO, Chief Executive Officer",,,,,
66610,948072,BIRNER DENTAL MGMT SVCS INC,"CFO, Chief Financial Officer",,,,,
128039,948368,PSB HOLDINGS INC/WI,"CEO, Chief Executive Officer",,,,,
128039,948368,PSB HOLDINGS INC/WI,"CFO, Chief Financial Officer",,,,,
100418,948406,EISAI CO LTD,"CEO, Chief Executive Officer",,,,,
100418,948406,EISAI CO LTD,"CFO, Chief Financial Officer",,,,,
175001,948426,COATES INTERNATIONAL LTD,"CEO, Chief Executive Officer",,,,,
175001,948426,COATES INTERNATIONAL LTD,"CFO, Chief Financial Officer",,,,,
19151,948642,TELECOM ITALIA SPA,"CEO, Chief Executive Officer",,,,,
19151,948642,TELECOM ITALIA SPA,"CFO, Chief Financial Officer",,,,,
61321,948708,SMITH MICRO SOFTWARE INC,"CEO, Chief Executive Officer",,,,,
61321,948708,SMITH MICRO SOFTWARE INC,"CFO, Chief Financial Officer",,,,,
61409,949039,DIAMOND OFFSHRE DRILLING INC,"CEO, Chief Executive Officer",,,,,
61409,949039,DIAMOND OFFSHRE DRILLING INC,"CFO, Chief Financial Officer",,,,,
61589,949156,MEADOWBROOK INS GROUP INC,"CEO, Chief Executive Officer",,,,,
61589,949156,MEADOWBROOK INS GROUP INC,"CFO, Chief Financial Officer",,,,,
62516,949157,CENTURY ALUMINUM CO,"CEO, Chief Executive Officer",,,,,
62516,949157,CENTURY ALUMINUM CO,"CFO, Chief Financial Officer",,,,,
61350,949158,CRAY INC,"CEO, Chief Executive Officer",,,,,
61350,949158,CRAY INC,"CFO, Chief Financial Officer",,,,,
282553,949428,CDTI ADVANCED MATERIALS INC,"CEO, Chief Executive Officer",,,,,
282553,949428,CDTI ADVANCED MATERIALS INC,"CFO, Chief Financial Officer",,,,,
61448,949699,PHARMACYCLICS INC,"CEO, Chief Executive Officer",,,,,
61448,949699,PHARMACYCLICS INC,"CFO, Chief Financial Officer",,,,,
22136,949721,ATTIS INDUSTRIES INC,"CEO, Chief Executive Officer",,,,,
22136,949721,ATTIS INDUSTRIES INC,"CFO, Chief Financial Officer",,,,,
32271,949858,ACHIEVE LIFE SCIENCES INC,"CEO, Chief Executive Officer",,,,,
32271,949858,ACHIEVE LIFE SCIENCES INC,"CFO, Chief Financial Officer",,,,,
61581,949870,BOSTON BEER INC  ,"CEO, Chief Executive Officer",,,,,
61581,949870,BOSTON BEER INC  ,"CFO, Chief Financial Officer",,,,,
140386,949884,PHOSCAN CHEMICAL CORP,"CEO, Chief Executive Officer",,,,,
140386,949884,PHOSCAN CHEMICAL CORP,"CFO, Chief Financial Officer",,,,,
12956,949961,INCOME OPPORTUNITY RLTY INVS,"CEO, Chief Executive Officer",,,,,
12956,949961,INCOME OPPORTUNITY RLTY INVS,"CFO, Chief Financial Officer",,,,,
142499,949982,AMERICAN COMMERCE SOLUTION,"CEO, Chief Executive Officer",,,,,
142499,949982,AMERICAN COMMERCE SOLUTION,"CFO, Chief Financial Officer",,,,,
65365,1000045,NICHOLAS FINANCIAL INC,"CEO, Chief Executive Officer",,,,,
65365,1000045,NICHOLAS FINANCIAL INC,"CFO, Chief Financial Officer",,,,,
65500,1000177,NORDIC AMERICAN TANKERS LTD,"CEO, Chief Executive Officer",,,,,
65500,1000177,NORDIC AMERICAN TANKERS LTD,"CFO, Chief Financial Officer",,,,,
61513,1000180,SANDISK CORP,"CEO, Chief Executive Officer",,,,,
61513,1000180,SANDISK CORP,"CFO, Chief Financial Officer",,,,,
103487,1000184,SAP SE,"CEO, Chief Executive Officer",,,,,
103487,1000184,SAP SE,"CFO, Chief Financial Officer",,,,,
62919,1000209,MEDALLION FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
62919,1000209,MEDALLION FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
61494,1000228,SCHEIN (HENRY) INC,"CEO, Chief Executive Officer",,,,,
61494,1000228,SCHEIN (HENRY) INC,"CFO, Chief Financial Officer",,,,,
61759,1000229,CORE LABORATORIES NV,"CEO, Chief Executive Officer",,,,,
61759,1000229,CORE LABORATORIES NV,"CFO, Chief Financial Officer",,,,,
62553,1000230,OPTICAL CABLE CORP,"CEO, Chief Executive Officer",,,,,
62553,1000230,OPTICAL CABLE CORP,"CFO, Chief Financial Officer",,,,,
63165,1000232,KENTUCKY BANCSHARES INC,"CEO, Chief Executive Officer",,,,,
63165,1000232,KENTUCKY BANCSHARES INC,"CFO, Chief Financial Officer",,,,,
15633,1000275,ROYAL BANK OF CANADA,"CEO, Chief Executive Officer",,,,,
15633,1000275,ROYAL BANK OF CANADA,"CFO, Chief Financial Officer",,,,,
61586,1000298,IMPAC MORTGAGE HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
61586,1000298,IMPAC MORTGAGE HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
